size,m,n,flop,throughput,bytes,GB_per_s,nanoseconds
16,16,16,2.048e+03,1.529e-02,3.088e+03,2.306e-02,1.339e+05
32,32,32,8.192e+03,1.525e-02,1.230e+04,2.290e-02,5.373e+05
48,48,48,1.843e+04,1.523e-02,2.766e+04,2.286e-02,1.210e+06
64,64,64,3.277e+04,1.510e-02,4.917e+04,2.265e-02,2.170e+06
80,80,80,5.120e+04,1.522e-02,7.682e+04,2.284e-02,3.363e+06
96,96,96,7.373e+04,1.523e-02,1.106e+05,2.285e-02,4.841e+06
112,112,112,1.004e+05,1.523e-02,1.505e+05,2.285e-02,6.590e+06
128,128,128,1.311e+05,1.523e-02,1.966e+05,2.285e-02,8.606e+06
144,144,144,1.659e+05,1.522e-02,2.488e+05,2.284e-02,1.090e+07
160,160,160,2.048e+05,1.523e-02,3.072e+05,2.285e-02,1.345e+07
176,176,176,2.478e+05,1.523e-02,3.717e+05,2.284e-02,1.627e+07
192,192,192,2.949e+05,1.520e-02,4.424e+05,2.281e-02,1.940e+07
208,208,208,3.461e+05,1.519e-02,5.192e+05,2.279e-02,2.278e+07
224,224,224,4.014e+05,1.518e-02,6.021e+05,2.277e-02,2.644e+07
240,240,240,4.608e+05,1.521e-02,6.912e+05,2.282e-02,3.029e+07
256,256,256,5.243e+05,1.520e-02,7.864e+05,2.280e-02,3.449e+07
272,272,272,5.919e+05,1.522e-02,8.878e+05,2.283e-02,3.888e+07
288,288,288,6.636e+05,1.522e-02,9.953e+05,2.283e-02,4.359e+07
304,304,304,7.393e+05,1.522e-02,1.109e+06,2.283e-02,4.858e+07
320,320,320,8.192e+05,1.520e-02,1.229e+06,2.280e-02,5.389e+07
336,336,336,9.032e+05,1.521e-02,1.355e+06,2.281e-02,5.939e+07
352,352,352,9.912e+05,1.520e-02,1.487e+06,2.281e-02,6.520e+07
368,368,368,1.083e+06,1.520e-02,1.625e+06,2.281e-02,7.126e+07
384,384,384,1.180e+06,1.519e-02,1.769e+06,2.278e-02,7.767e+07
400,400,400,1.280e+06,1.521e-02,1.920e+06,2.282e-02,8.414e+07
416,416,416,1.384e+06,1.522e-02,2.077e+06,2.283e-02,9.097e+07
432,432,432,1.493e+06,1.518e-02,2.240e+06,2.278e-02,9.833e+07
448,448,448,1.606e+06,1.517e-02,2.408e+06,2.275e-02,1.059e+08
464,464,464,1.722e+06,1.519e-02,2.584e+06,2.278e-02,1.134e+08
480,480,480,1.843e+06,1.518e-02,2.765e+06,2.278e-02,1.214e+08
496,496,496,1.968e+06,1.519e-02,2.952e+06,2.278e-02,1.296e+08
512,512,512,2.097e+06,1.379e-02,3.146e+06,2.068e-02,1.521e+08
528,528,528,2.230e+06,1.580e-02,3.345e+06,2.370e-02,1.411e+08
544,544,544,2.367e+06,1.581e-02,3.551e+06,2.371e-02,1.498e+08
560,560,560,2.509e+06,1.580e-02,3.763e+06,2.369e-02,1.588e+08
576,576,576,2.654e+06,1.518e-02,3.981e+06,2.277e-02,1.749e+08
592,592,592,2.804e+06,1.520e-02,4.206e+06,2.280e-02,1.845e+08
608,608,608,2.957e+06,1.520e-02,4.436e+06,2.281e-02,1.945e+08
624,624,624,3.115e+06,1.520e-02,4.673e+06,2.280e-02,2.050e+08
640,640,640,3.277e+06,1.518e-02,4.915e+06,2.277e-02,2.159e+08
656,656,656,3.443e+06,1.520e-02,5.164e+06,2.280e-02,2.265e+08
672,672,672,3.613e+06,1.521e-02,5.419e+06,2.281e-02,2.375e+08
688,688,688,3.787e+06,1.521e-02,5.680e+06,2.281e-02,2.490e+08
704,704,704,3.965e+06,1.483e-02,5.947e+06,2.225e-02,2.674e+08
720,720,720,4.147e+06,1.522e-02,6.221e+06,2.283e-02,2.725e+08
736,736,736,4.334e+06,1.582e-02,6.500e+06,2.373e-02,2.739e+08
752,752,752,4.524e+06,1.582e-02,6.786e+06,2.372e-02,2.860e+08
768,768,768,4.719e+06,1.583e-02,7.078e+06,2.374e-02,2.982e+08
784,784,784,4.917e+06,1.581e-02,7.376e+06,2.372e-02,3.110e+08
800,800,800,5.120e+06,1.581e-02,7.680e+06,2.372e-02,3.238e+08
816,816,816,5.327e+06,1.517e-02,7.990e+06,2.276e-02,3.510e+08
832,832,832,5.538e+06,1.581e-02,8.307e+06,2.372e-02,3.503e+08
848,848,848,5.753e+06,1.582e-02,8.629e+06,2.373e-02,3.637e+08
864,864,864,5.972e+06,1.518e-02,8.958e+06,2.278e-02,3.933e+08
880,880,880,6.195e+06,1.518e-02,9.293e+06,2.277e-02,4.080e+08
896,896,896,6.423e+06,1.468e-02,9.634e+06,2.202e-02,4.376e+08
912,912,912,6.654e+06,1.582e-02,9.981e+06,2.373e-02,4.207e+08
928,928,928,6.889e+06,1.582e-02,1.033e+07,2.373e-02,4.355e+08
944,944,944,7.129e+06,1.582e-02,1.069e+07,2.373e-02,4.506e+08
960,960,960,7.373e+06,1.517e-02,1.106e+07,2.276e-02,4.860e+08
976,976,976,7.621e+06,1.518e-02,1.143e+07,2.276e-02,5.021e+08
992,992,992,7.873e+06,1.519e-02,1.181e+07,2.278e-02,5.183e+08
1008,1008,1008,8.129e+06,1.581e-02,1.219e+07,2.372e-02,5.140e+08
