size,m,n,flop,throughput,bytes,GB_per_s,nanoseconds
16,16,16,2.048e+03,1.024e+00,3.088e+03,1.544e+00,2.000e+03
32,32,32,8.192e+03,1.037e+00,1.230e+04,1.557e+00,7.900e+03
48,48,48,1.843e+04,1.036e+00,2.766e+04,1.554e+00,1.780e+04
64,64,64,3.277e+04,1.034e+00,4.917e+04,1.551e+00,3.170e+04
80,80,80,5.120e+04,1.032e+00,7.682e+04,1.549e+00,4.960e+04
96,96,96,7.373e+04,1.031e+00,1.106e+05,1.547e+00,7.150e+04
112,112,112,1.004e+05,1.025e+00,1.505e+05,1.538e+00,9.790e+04
128,128,128,1.311e+05,1.026e+00,1.966e+05,1.540e+00,1.277e+05
144,144,144,1.659e+05,1.024e+00,2.488e+05,1.536e+00,1.620e+05
160,160,160,2.048e+05,1.024e+00,3.072e+05,1.536e+00,2.000e+05
176,176,176,2.478e+05,1.026e+00,3.717e+05,1.539e+00,2.416e+05
192,192,192,2.949e+05,1.023e+00,4.424e+05,1.535e+00,2.882e+05
208,208,208,3.461e+05,1.023e+00,5.192e+05,1.534e+00,3.384e+05
224,224,224,4.014e+05,1.019e+00,6.021e+05,1.528e+00,3.940e+05
240,240,240,4.608e+05,1.020e+00,6.912e+05,1.530e+00,4.518e+05
256,256,256,5.243e+05,1.021e+00,7.864e+05,1.532e+00,5.135e+05
272,272,272,5.919e+05,1.021e+00,8.878e+05,1.531e+00,5.799e+05
288,288,288,6.636e+05,1.022e+00,9.953e+05,1.532e+00,6.495e+05
304,304,304,7.393e+05,1.021e+00,1.109e+06,1.531e+00,7.242e+05
320,320,320,8.192e+05,1.020e+00,1.229e+06,1.530e+00,8.031e+05
336,336,336,9.032e+05,1.020e+00,1.355e+06,1.529e+00,8.858e+05
352,352,352,9.912e+05,1.020e+00,1.487e+06,1.530e+00,9.718e+05
368,368,368,1.083e+06,1.021e+00,1.625e+06,1.531e+00,1.061e+06
384,384,384,1.180e+06,1.021e+00,1.769e+06,1.531e+00,1.156e+06
400,400,400,1.280e+06,1.020e+00,1.920e+06,1.530e+00,1.255e+06
416,416,416,1.384e+06,1.020e+00,2.077e+06,1.530e+00,1.357e+06
432,432,432,1.493e+06,1.019e+00,2.240e+06,1.529e+00,1.464e+06
448,448,448,1.606e+06,1.020e+00,2.408e+06,1.530e+00,1.574e+06
464,464,464,1.722e+06,1.019e+00,2.584e+06,1.529e+00,1.690e+06
480,480,480,1.843e+06,1.019e+00,2.765e+06,1.529e+00,1.808e+06
496,496,496,1.968e+06,1.020e+00,2.952e+06,1.529e+00,1.930e+06
512,512,512,2.097e+06,1.019e+00,3.146e+06,1.529e+00,2.057e+06
528,528,528,2.230e+06,1.020e+00,3.345e+06,1.529e+00,2.188e+06
544,544,544,2.367e+06,1.020e+00,3.551e+06,1.530e+00,2.321e+06
560,560,560,2.509e+06,1.019e+00,3.763e+06,1.529e+00,2.461e+06
576,576,576,2.654e+06,1.020e+00,3.981e+06,1.530e+00,2.602e+06
592,592,592,2.804e+06,1.019e+00,4.206e+06,1.529e+00,2.750e+06
608,608,608,2.957e+06,1.020e+00,4.436e+06,1.529e+00,2.900e+06
624,624,624,3.115e+06,1.019e+00,4.673e+06,1.529e+00,3.056e+06
640,640,640,3.277e+06,1.020e+00,4.915e+06,1.530e+00,3.214e+06
656,656,656,3.443e+06,1.019e+00,5.164e+06,1.529e+00,3.377e+06
672,672,672,3.613e+06,1.019e+00,5.419e+06,1.529e+00,3.544e+06
688,688,688,3.787e+06,1.019e+00,5.680e+06,1.529e+00,3.716e+06
704,704,704,3.965e+06,1.019e+00,5.947e+06,1.529e+00,3.890e+06
720,720,720,4.147e+06,1.019e+00,6.221e+06,1.528e+00,4.072e+06
736,736,736,4.334e+06,1.019e+00,6.500e+06,1.529e+00,4.252e+06
752,752,752,4.524e+06,1.020e+00,6.786e+06,1.530e+00,4.435e+06
768,768,768,4.719e+06,1.019e+00,7.078e+06,1.529e+00,4.629e+06
784,784,784,4.917e+06,1.019e+00,7.376e+06,1.528e+00,4.827e+06
800,800,800,5.120e+06,1.019e+00,7.680e+06,1.529e+00,5.022e+06
816,816,816,5.327e+06,1.019e+00,7.990e+06,1.529e+00,5.225e+06
832,832,832,5.538e+06,1.019e+00,8.307e+06,1.529e+00,5.434e+06
848,848,848,5.753e+06,1.019e+00,8.629e+06,1.528e+00,5.647e+06
864,864,864,5.972e+06,1.019e+00,8.958e+06,1.528e+00,5.861e+06
880,880,880,6.195e+06,1.019e+00,9.293e+06,1.528e+00,6.081e+06
896,896,896,6.423e+06,1.019e+00,9.634e+06,1.529e+00,6.300e+06
912,912,912,6.654e+06,1.019e+00,9.981e+06,1.528e+00,6.532e+06
928,928,928,6.889e+06,1.019e+00,1.033e+07,1.529e+00,6.758e+06
944,944,944,7.129e+06,1.019e+00,1.069e+07,1.528e+00,6.998e+06
960,960,960,7.373e+06,1.019e+00,1.106e+07,1.528e+00,7.238e+06
976,976,976,7.621e+06,1.019e+00,1.143e+07,1.528e+00,7.480e+06
992,992,992,7.873e+06,1.019e+00,1.181e+07,1.528e+00,7.728e+06
1008,1008,1008,8.129e+06,1.019e+00,1.219e+07,1.528e+00,7.980e+06
