size,m,n,flop,throughput,bytes,GB_per_s,nanoseconds
16,16,16,2.048e+03,1.796e-01,3.088e+03,2.709e-01,1.140e+04
32,32,32,8.192e+03,1.789e-01,1.230e+04,2.686e-01,4.580e+04
48,48,48,1.843e+04,1.781e-01,2.766e+04,2.673e-01,1.035e+05
64,64,64,3.277e+04,1.743e-01,4.917e+04,2.615e-01,1.880e+05
80,80,80,5.120e+04,1.785e-01,7.682e+04,2.678e-01,2.868e+05
96,96,96,7.373e+04,1.780e-01,1.106e+05,2.670e-01,4.143e+05
112,112,112,1.004e+05,1.785e-01,1.505e+05,2.678e-01,5.622e+05
128,128,128,1.311e+05,1.753e-01,1.966e+05,2.629e-01,7.478e+05
144,144,144,1.659e+05,1.783e-01,2.488e+05,2.675e-01,9.303e+05
160,160,160,2.048e+05,1.774e-01,3.072e+05,2.661e-01,1.154e+06
176,176,176,2.478e+05,1.775e-01,3.717e+05,2.662e-01,1.396e+06
192,192,192,2.949e+05,1.784e-01,4.424e+05,2.676e-01,1.653e+06
208,208,208,3.461e+05,1.777e-01,5.192e+05,2.666e-01,1.948e+06
224,224,224,4.014e+05,1.776e-01,6.021e+05,2.664e-01,2.260e+06
240,240,240,4.608e+05,1.782e-01,6.912e+05,2.673e-01,2.586e+06
256,256,256,5.243e+05,1.782e-01,7.864e+05,2.674e-01,2.941e+06
272,272,272,5.919e+05,1.782e-01,8.878e+05,2.673e-01,3.321e+06
288,288,288,6.636e+05,1.781e-01,9.953e+05,2.672e-01,3.725e+06
304,304,304,7.393e+05,1.783e-01,1.109e+06,2.674e-01,4.147e+06
320,320,320,8.192e+05,1.780e-01,1.229e+06,2.669e-01,4.603e+06
336,336,336,9.032e+05,1.779e-01,1.355e+06,2.669e-01,5.077e+06
352,352,352,9.912e+05,1.775e-01,1.487e+06,2.663e-01,5.584e+06
368,368,368,1.083e+06,1.778e-01,1.625e+06,2.667e-01,6.094e+06
384,384,384,1.180e+06,1.778e-01,1.769e+06,2.668e-01,6.633e+06
400,400,400,1.280e+06,1.780e-01,1.920e+06,2.670e-01,7.192e+06
416,416,416,1.384e+06,1.777e-01,2.077e+06,2.665e-01,7.793e+06
432,432,432,1.493e+06,1.776e-01,2.240e+06,2.665e-01,8.404e+06
448,448,448,1.606e+06,1.777e-01,2.408e+06,2.665e-01,9.037e+06
464,464,464,1.722e+06,1.777e-01,2.584e+06,2.665e-01,9.695e+06
480,480,480,1.843e+06,1.777e-01,2.765e+06,2.666e-01,1.037e+07
496,496,496,1.968e+06,1.778e-01,2.952e+06,2.667e-01,1.107e+07
512,512,512,2.097e+06,1.776e-01,3.146e+06,2.664e-01,1.181e+07
528,528,528,2.230e+06,1.779e-01,3.345e+06,2.668e-01,1.254e+07
544,544,544,2.367e+06,1.777e-01,3.551e+06,2.665e-01,1.333e+07
560,560,560,2.509e+06,1.778e-01,3.763e+06,2.666e-01,1.411e+07
576,576,576,2.654e+06,1.777e-01,3.981e+06,2.665e-01,1.494e+07
592,592,592,2.804e+06,1.777e-01,4.206e+06,2.666e-01,1.578e+07
608,608,608,2.957e+06,1.777e-01,4.436e+06,2.666e-01,1.664e+07
624,624,624,3.115e+06,1.778e-01,4.673e+06,2.666e-01,1.752e+07
640,640,640,3.277e+06,1.777e-01,4.915e+06,2.665e-01,1.844e+07
656,656,656,3.443e+06,1.777e-01,5.164e+06,2.666e-01,1.937e+07
672,672,672,3.613e+06,1.777e-01,5.419e+06,2.665e-01,2.034e+07
688,688,688,3.787e+06,1.777e-01,5.680e+06,2.666e-01,2.131e+07
704,704,704,3.965e+06,1.777e-01,5.947e+06,2.665e-01,2.231e+07
720,720,720,4.147e+06,1.777e-01,6.221e+06,2.666e-01,2.333e+07
736,736,736,4.334e+06,1.776e-01,6.500e+06,2.664e-01,2.440e+07
752,752,752,4.524e+06,1.777e-01,6.786e+06,2.665e-01,2.546e+07
768,768,768,4.719e+06,1.775e-01,7.078e+06,2.663e-01,2.658e+07
784,784,784,4.917e+06,1.776e-01,7.376e+06,2.665e-01,2.768e+07
800,800,800,5.120e+06,1.776e-01,7.680e+06,2.664e-01,2.883e+07
816,816,816,5.327e+06,1.776e-01,7.990e+06,2.664e-01,3.000e+07
832,832,832,5.538e+06,1.777e-01,8.307e+06,2.666e-01,3.116e+07
848,848,848,5.753e+06,1.777e-01,8.629e+06,2.666e-01,3.237e+07
864,864,864,5.972e+06,1.776e-01,8.958e+06,2.664e-01,3.362e+07
880,880,880,6.195e+06,1.777e-01,9.293e+06,2.666e-01,3.486e+07
896,896,896,6.423e+06,1.776e-01,9.634e+06,2.664e-01,3.616e+07
912,912,912,6.654e+06,1.777e-01,9.981e+06,2.665e-01,3.745e+07
928,928,928,6.889e+06,1.777e-01,1.033e+07,2.666e-01,3.877e+07
944,944,944,7.129e+06,1.777e-01,1.069e+07,2.665e-01,4.012e+07
960,960,960,7.373e+06,1.776e-01,1.106e+07,2.664e-01,4.151e+07
976,976,976,7.621e+06,1.776e-01,1.143e+07,2.664e-01,4.291e+07
992,992,992,7.873e+06,1.778e-01,1.181e+07,2.667e-01,4.428e+07
1008,1008,1008,8.129e+06,1.775e-01,1.219e+07,2.662e-01,4.581e+07
