size,m,n,flop,throughput,bytes,GB_per_s,nanoseconds
16,16,16,4.608e+03,1.589e+00,3.108e+03,1.072e+00,2.900e+03
32,32,32,1.843e+04,1.549e+00,1.232e+04,1.036e+00,1.190e+04
48,48,48,4.147e+04,1.547e+00,2.768e+04,1.033e+00,2.680e+04
64,64,64,7.373e+04,1.546e+00,4.919e+04,1.031e+00,4.770e+04
80,80,80,1.152e+05,1.546e+00,7.684e+04,1.031e+00,7.450e+04
96,96,96,1.659e+05,1.537e+00,1.106e+05,1.025e+00,1.079e+05
112,112,112,2.258e+05,1.539e+00,1.506e+05,1.026e+00,1.467e+05
128,128,128,2.949e+05,1.536e+00,1.966e+05,1.024e+00,1.920e+05
144,144,144,3.732e+05,1.535e+00,2.489e+05,1.023e+00,2.432e+05
160,160,160,4.608e+05,1.534e+00,3.072e+05,1.023e+00,3.004e+05
176,176,176,5.576e+05,1.531e+00,3.717e+05,1.021e+00,3.642e+05
192,192,192,6.636e+05,1.532e+00,4.424e+05,1.021e+00,4.331e+05
208,208,208,7.788e+05,1.532e+00,5.192e+05,1.022e+00,5.082e+05
224,224,224,9.032e+05,1.532e+00,6.021e+05,1.021e+00,5.896e+05
240,240,240,1.037e+06,1.533e+00,6.912e+05,1.022e+00,6.765e+05
256,256,256,1.180e+06,1.528e+00,7.865e+05,1.019e+00,7.718e+05
272,272,272,1.332e+06,1.529e+00,8.878e+05,1.020e+00,8.707e+05
288,288,288,1.493e+06,1.529e+00,9.954e+05,1.019e+00,9.767e+05
304,304,304,1.663e+06,1.530e+00,1.109e+06,1.020e+00,1.088e+06
320,320,320,1.843e+06,1.529e+00,1.229e+06,1.019e+00,1.206e+06
336,336,336,2.032e+06,1.530e+00,1.355e+06,1.020e+00,1.329e+06
352,352,352,2.230e+06,1.529e+00,1.487e+06,1.020e+00,1.458e+06
368,368,368,2.438e+06,1.528e+00,1.625e+06,1.018e+00,1.596e+06
384,384,384,2.654e+06,1.528e+00,1.770e+06,1.018e+00,1.738e+06
400,400,400,2.880e+06,1.529e+00,1.920e+06,1.019e+00,1.884e+06
416,416,416,3.115e+06,1.528e+00,2.077e+06,1.019e+00,2.039e+06
432,432,432,3.359e+06,1.529e+00,2.240e+06,1.019e+00,2.197e+06
448,448,448,3.613e+06,1.528e+00,2.408e+06,1.019e+00,2.364e+06
464,464,464,3.875e+06,1.529e+00,2.584e+06,1.019e+00,2.535e+06
480,480,480,4.147e+06,1.529e+00,2.765e+06,1.020e+00,2.712e+06
496,496,496,4.428e+06,1.528e+00,2.952e+06,1.019e+00,2.898e+06
512,512,512,4.719e+06,1.527e+00,3.146e+06,1.018e+00,3.091e+06
528,528,528,5.018e+06,1.527e+00,3.345e+06,1.018e+00,3.286e+06
544,544,544,5.327e+06,1.529e+00,3.551e+06,1.019e+00,3.485e+06
560,560,560,5.645e+06,1.528e+00,3.763e+06,1.018e+00,3.695e+06
576,576,576,5.972e+06,1.528e+00,3.981e+06,1.019e+00,3.907e+06
592,592,592,6.308e+06,1.528e+00,4.206e+06,1.018e+00,4.130e+06
608,608,608,6.654e+06,1.528e+00,4.436e+06,1.019e+00,4.355e+06
624,624,624,7.009e+06,1.528e+00,4.673e+06,1.018e+00,4.588e+06
640,640,640,7.373e+06,1.527e+00,4.915e+06,1.018e+00,4.828e+06
656,656,656,7.746e+06,1.528e+00,5.164e+06,1.019e+00,5.069e+06
672,672,672,8.129e+06,1.529e+00,5.419e+06,1.019e+00,5.318e+06
688,688,688,8.520e+06,1.527e+00,5.680e+06,1.018e+00,5.579e+06
704,704,704,8.921e+06,1.528e+00,5.947e+06,1.018e+00,5.840e+06
720,720,720,9.331e+06,1.528e+00,6.221e+06,1.018e+00,6.109e+06
736,736,736,9.751e+06,1.528e+00,6.500e+06,1.019e+00,6.381e+06
752,752,752,1.018e+07,1.527e+00,6.786e+06,1.018e+00,6.666e+06
768,768,768,1.062e+07,1.528e+00,7.078e+06,1.019e+00,6.949e+06
784,784,784,1.106e+07,1.527e+00,7.376e+06,1.018e+00,7.243e+06
800,800,800,1.152e+07,1.528e+00,7.680e+06,1.019e+00,7.540e+06
816,816,816,1.199e+07,1.527e+00,7.990e+06,1.018e+00,7.850e+06
832,832,832,1.246e+07,1.528e+00,8.307e+06,1.019e+00,8.154e+06
848,848,848,1.294e+07,1.527e+00,8.629e+06,1.018e+00,8.474e+06
864,864,864,1.344e+07,1.526e+00,8.958e+06,1.018e+00,8.804e+06
880,880,880,1.394e+07,1.526e+00,9.293e+06,1.017e+00,9.136e+06
896,896,896,1.445e+07,1.528e+00,9.634e+06,1.018e+00,9.459e+06
912,912,912,1.497e+07,1.527e+00,9.981e+06,1.018e+00,9.804e+06
928,928,928,1.550e+07,1.527e+00,1.033e+07,1.018e+00,1.015e+07
944,944,944,1.604e+07,1.527e+00,1.069e+07,1.018e+00,1.050e+07
960,960,960,1.659e+07,1.527e+00,1.106e+07,1.018e+00,1.086e+07
976,976,976,1.715e+07,1.527e+00,1.143e+07,1.018e+00,1.123e+07
992,992,992,1.771e+07,1.528e+00,1.181e+07,1.019e+00,1.159e+07
1008,1008,1008,1.829e+07,1.527e+00,1.219e+07,1.018e+00,1.198e+07
