size,m,n,flop,throughput,bytes,GB_per_s,nanoseconds
16,16,16,2.048e+03,4.096e+00,3.088e+03,6.176e+00,5.000e+02
32,32,32,8.192e+03,3.724e+00,1.230e+04,5.593e+00,2.200e+03
48,48,48,1.843e+04,3.545e+00,2.766e+04,5.320e+00,5.200e+03
64,64,64,3.277e+04,3.766e+00,4.917e+04,5.651e+00,8.700e+03
80,80,80,5.120e+04,3.908e+00,7.682e+04,5.864e+00,1.310e+04
96,96,96,7.373e+04,3.743e+00,1.106e+05,5.615e+00,1.970e+04
112,112,112,1.004e+05,3.920e+00,1.505e+05,5.881e+00,2.560e+04
128,128,128,1.311e+05,3.734e+00,1.966e+05,5.602e+00,3.510e+04
144,144,144,1.659e+05,3.894e+00,2.488e+05,5.842e+00,4.260e+04
160,160,160,2.048e+05,3.779e+00,3.072e+05,5.668e+00,5.420e+04
176,176,176,2.478e+05,3.878e+00,3.717e+05,5.817e+00,6.390e+04
192,192,192,2.949e+05,3.865e+00,4.424e+05,5.798e+00,7.630e+04
208,208,208,3.461e+05,3.898e+00,5.192e+05,5.847e+00,8.880e+04
224,224,224,4.014e+05,3.871e+00,6.021e+05,5.806e+00,1.037e+05
240,240,240,4.608e+05,3.859e+00,6.912e+05,5.789e+00,1.194e+05
256,256,256,5.243e+05,3.861e+00,7.864e+05,5.791e+00,1.358e+05
272,272,272,5.919e+05,3.858e+00,8.878e+05,5.788e+00,1.534e+05
288,288,288,6.636e+05,3.867e+00,9.953e+05,5.800e+00,1.716e+05
304,304,304,7.393e+05,3.837e+00,1.109e+06,5.755e+00,1.927e+05
320,320,320,8.192e+05,3.862e+00,1.229e+06,5.794e+00,2.121e+05
336,336,336,9.032e+05,3.851e+00,1.355e+06,5.777e+00,2.345e+05
352,352,352,9.912e+05,3.872e+00,1.487e+06,5.808e+00,2.560e+05
368,368,368,1.083e+06,3.854e+00,1.625e+06,5.781e+00,2.811e+05
384,384,384,1.180e+06,3.878e+00,1.769e+06,5.817e+00,3.042e+05
400,400,400,1.280e+06,3.875e+00,1.920e+06,5.813e+00,3.303e+05
416,416,416,1.384e+06,3.874e+00,2.077e+06,5.811e+00,3.574e+05
432,432,432,1.493e+06,3.863e+00,2.240e+06,5.794e+00,3.865e+05
448,448,448,1.606e+06,3.858e+00,2.408e+06,5.787e+00,4.162e+05
464,464,464,1.722e+06,3.865e+00,2.584e+06,5.798e+00,4.456e+05
480,480,480,1.843e+06,3.874e+00,2.765e+06,5.811e+00,4.758e+05
496,496,496,1.968e+06,3.876e+00,2.952e+06,5.814e+00,5.078e+05
512,512,512,2.097e+06,3.677e+00,3.146e+06,5.515e+00,5.704e+05
528,528,528,2.230e+06,3.875e+00,3.345e+06,5.813e+00,5.755e+05
544,544,544,2.367e+06,3.886e+00,3.551e+06,5.828e+00,6.093e+05
560,560,560,2.509e+06,3.884e+00,3.763e+06,5.826e+00,6.459e+05
576,576,576,2.654e+06,3.883e+00,3.981e+06,5.825e+00,6.835e+05
592,592,592,2.804e+06,3.885e+00,4.206e+06,5.828e+00,7.216e+05
608,608,608,2.957e+06,3.893e+00,4.436e+06,5.840e+00,7.596e+05
624,624,624,3.115e+06,3.878e+00,4.673e+06,5.817e+00,8.033e+05
640,640,640,3.277e+06,3.891e+00,4.915e+06,5.836e+00,8.422e+05
656,656,656,3.443e+06,3.890e+00,5.164e+06,5.835e+00,8.850e+05
672,672,672,3.613e+06,3.880e+00,5.419e+06,5.821e+00,9.310e+05
688,688,688,3.787e+06,3.887e+00,5.680e+06,5.830e+00,9.743e+05
704,704,704,3.965e+06,3.887e+00,5.947e+06,5.830e+00,1.020e+06
720,720,720,4.147e+06,3.888e+00,6.221e+06,5.832e+00,1.067e+06
736,736,736,4.334e+06,3.891e+00,6.500e+06,5.837e+00,1.114e+06
752,752,752,4.524e+06,3.894e+00,6.786e+06,5.840e+00,1.162e+06
768,768,768,4.719e+06,3.780e+00,7.078e+06,5.670e+00,1.248e+06
784,784,784,4.917e+06,3.896e+00,7.376e+06,5.844e+00,1.262e+06
800,800,800,5.120e+06,3.892e+00,7.680e+06,5.839e+00,1.315e+06
816,816,816,5.327e+06,3.891e+00,7.990e+06,5.836e+00,1.369e+06
832,832,832,5.538e+06,3.889e+00,8.307e+06,5.833e+00,1.424e+06
848,848,848,5.753e+06,3.890e+00,8.629e+06,5.836e+00,1.479e+06
864,864,864,5.972e+06,3.887e+00,8.958e+06,5.830e+00,1.536e+06
880,880,880,6.195e+06,3.887e+00,9.293e+06,5.831e+00,1.594e+06
896,896,896,6.423e+06,3.860e+00,9.634e+06,5.790e+00,1.664e+06
912,912,912,6.654e+06,3.890e+00,9.981e+06,5.834e+00,1.711e+06
928,928,928,6.889e+06,3.891e+00,1.033e+07,5.836e+00,1.771e+06
944,944,944,7.129e+06,3.883e+00,1.069e+07,5.825e+00,1.836e+06
960,960,960,7.373e+06,3.851e+00,1.106e+07,5.777e+00,1.914e+06
976,976,976,7.621e+06,3.832e+00,1.143e+07,5.748e+00,1.989e+06
992,992,992,7.873e+06,3.830e+00,1.181e+07,5.746e+00,2.055e+06
1008,1008,1008,8.129e+06,3.777e+00,1.219e+07,5.665e+00,2.152e+06
