16, 256, 109.567413, FAIL
32, 1023, 401.679810, FAIL
48, 2303, 1149.727539, FAIL
64, 4096, 614.637207, FAIL
80, 6398, 1725.273315, FAIL
96, 9215, 1318.418579, FAIL
112, 12544, 3093.206299, FAIL
128, 16384, 2257.917480, FAIL
144, 20730, 1600.816162, FAIL
160, 25594, 2226.136230, FAIL
176, 30974, 2093.524658, FAIL
192, 36855, 3112.646240, FAIL
208, 43262, 2718.970947, FAIL
224, 50170, 2626.630615, FAIL
240, 57590, 4133.814453, FAIL
