size,m,n,flop,throughput,bytes,GB_per_s,nanoseconds
16,16,16,4.608e+03,9.600e-01,3.108e+03,6.475e-01,4.800e+03
32,32,32,1.843e+04,9.550e-01,1.232e+04,6.385e-01,1.930e+04
48,48,48,4.147e+04,9.534e-01,2.768e+04,6.364e-01,4.350e+04
64,64,64,7.373e+04,9.526e-01,4.919e+04,6.355e-01,7.740e+04
80,80,80,1.152e+05,9.474e-01,7.684e+04,6.319e-01,1.216e+05
96,96,96,1.659e+05,9.442e-01,1.106e+05,6.296e-01,1.757e+05
112,112,112,2.258e+05,9.455e-01,1.506e+05,6.305e-01,2.388e+05
128,128,128,2.949e+05,9.440e-01,1.966e+05,6.295e-01,3.124e+05
144,144,144,3.732e+05,9.430e-01,2.489e+05,6.288e-01,3.958e+05
160,160,160,4.608e+05,9.437e-01,3.072e+05,6.292e-01,4.883e+05
176,176,176,5.576e+05,9.431e-01,3.717e+05,6.288e-01,5.912e+05
192,192,192,6.636e+05,9.435e-01,4.424e+05,6.290e-01,7.033e+05
208,208,208,7.788e+05,9.425e-01,5.192e+05,6.283e-01,8.263e+05
224,224,224,9.032e+05,9.414e-01,6.021e+05,6.276e-01,9.594e+05
240,240,240,1.037e+06,9.416e-01,6.912e+05,6.278e-01,1.101e+06
256,256,256,1.180e+06,9.418e-01,7.865e+05,6.279e-01,1.253e+06
272,272,272,1.332e+06,9.423e-01,8.878e+05,6.283e-01,1.413e+06
288,288,288,1.493e+06,9.417e-01,9.954e+05,6.278e-01,1.586e+06
304,304,304,1.663e+06,9.422e-01,1.109e+06,6.282e-01,1.766e+06
320,320,320,1.843e+06,9.418e-01,1.229e+06,6.279e-01,1.957e+06
336,336,336,2.032e+06,9.418e-01,1.355e+06,6.279e-01,2.158e+06
352,352,352,2.230e+06,9.424e-01,1.487e+06,6.283e-01,2.367e+06
368,368,368,2.438e+06,9.414e-01,1.625e+06,6.276e-01,2.590e+06
384,384,384,2.654e+06,9.420e-01,1.770e+06,6.280e-01,2.818e+06
400,400,400,2.880e+06,9.415e-01,1.920e+06,6.277e-01,3.059e+06
416,416,416,3.115e+06,9.422e-01,2.077e+06,6.282e-01,3.306e+06
432,432,432,3.359e+06,9.416e-01,2.240e+06,6.278e-01,3.568e+06
448,448,448,3.613e+06,9.410e-01,2.408e+06,6.274e-01,3.839e+06
464,464,464,3.875e+06,9.426e-01,2.584e+06,6.284e-01,4.111e+06
480,480,480,4.147e+06,9.409e-01,2.765e+06,6.273e-01,4.408e+06
496,496,496,4.428e+06,9.414e-01,2.952e+06,6.276e-01,4.704e+06
512,512,512,4.719e+06,9.414e-01,3.146e+06,6.276e-01,5.012e+06
528,528,528,5.018e+06,9.413e-01,3.345e+06,6.275e-01,5.331e+06
544,544,544,5.327e+06,9.416e-01,3.551e+06,6.278e-01,5.657e+06
560,560,560,5.645e+06,9.419e-01,3.763e+06,6.280e-01,5.993e+06
576,576,576,5.972e+06,9.415e-01,3.981e+06,6.277e-01,6.343e+06
592,592,592,6.308e+06,9.415e-01,4.206e+06,6.276e-01,6.701e+06
608,608,608,6.654e+06,9.411e-01,4.436e+06,6.274e-01,7.070e+06
624,624,624,7.009e+06,9.413e-01,4.673e+06,6.275e-01,7.446e+06
640,640,640,7.373e+06,9.419e-01,4.915e+06,6.279e-01,7.828e+06
656,656,656,7.746e+06,9.419e-01,5.164e+06,6.279e-01,8.224e+06
672,672,672,8.129e+06,9.415e-01,5.419e+06,6.277e-01,8.633e+06
688,688,688,8.520e+06,9.392e-01,5.680e+06,6.261e-01,9.072e+06
704,704,704,8.921e+06,9.404e-01,5.947e+06,6.270e-01,9.486e+06
720,720,720,9.331e+06,9.417e-01,6.221e+06,6.278e-01,9.909e+06
736,736,736,9.751e+06,9.414e-01,6.500e+06,6.276e-01,1.036e+07
752,752,752,1.018e+07,9.379e-01,6.786e+06,6.253e-01,1.085e+07
768,768,768,1.062e+07,9.404e-01,7.078e+06,6.269e-01,1.129e+07
784,784,784,1.106e+07,9.398e-01,7.376e+06,6.265e-01,1.177e+07
800,800,800,1.152e+07,9.411e-01,7.680e+06,6.274e-01,1.224e+07
816,816,816,1.199e+07,9.400e-01,7.990e+06,6.266e-01,1.275e+07
832,832,832,1.246e+07,9.407e-01,8.307e+06,6.271e-01,1.325e+07
848,848,848,1.294e+07,9.411e-01,8.629e+06,6.274e-01,1.375e+07
864,864,864,1.344e+07,9.411e-01,8.958e+06,6.274e-01,1.428e+07
880,880,880,1.394e+07,9.407e-01,9.293e+06,6.271e-01,1.482e+07
896,896,896,1.445e+07,9.408e-01,9.634e+06,6.272e-01,1.536e+07
912,912,912,1.497e+07,9.406e-01,9.981e+06,6.271e-01,1.592e+07
928,928,928,1.550e+07,9.406e-01,1.033e+07,6.271e-01,1.648e+07
944,944,944,1.604e+07,9.408e-01,1.069e+07,6.272e-01,1.705e+07
960,960,960,1.659e+07,9.406e-01,1.106e+07,6.271e-01,1.764e+07
976,976,976,1.715e+07,9.409e-01,1.143e+07,6.273e-01,1.822e+07
992,992,992,1.771e+07,9.408e-01,1.181e+07,6.272e-01,1.883e+07
1008,1008,1008,1.829e+07,9.406e-01,1.219e+07,6.271e-01,1.944e+07
